row_id,source_id,is_synthetic,parent_original_index,generation_method
r_000068,original_84,False,84,original_dev
r_000069,original_85,False,85,original_dev
r_000070,original_90,False,90,original_dev
r_000071,original_91,False,91,original_dev
r_000072,original_92,False,92,original_dev
r_000073,original_93,False,93,original_dev
r_000074,original_95,False,95,original_dev
r_000075,original_96,False,96,original_dev
r_000076,original_97,False,97,original_dev
r_000077,original_98,False,98,original_dev
r_000078,original_99,False,99,original_dev
r_000079,original_100,False,100,original_dev
r_000080,original_101,False,101,original_dev
r_000081,original_102,False,102,original_dev
r_000082,original_103,False,103,original_dev
r_000083,original_104,False,104,original_dev
r_000084,original_105,False,105,original_dev
r_000085,original_106,False,106,original_dev
r_000086,original_107,False,107,original_dev
r_000087,original_108,False,108,original_dev
r_000088,original_109,False,109,original_dev
r_000089,original_110,False,110,original_dev
r_000090,original_111,False,111,original_dev
r_000091,original_113,False,113,original_dev
r_000092,original_114,False,114,original_dev
r_000093,original_117,False,117,original_dev
r_000094,original_118,False,118,original_dev
r_000095,original_119,False,119,original_dev
r_000096,original_120,False,120,original_dev
r_000097,original_121,False,121,original_dev
r_000098,original_122,False,122,original_dev
r_000099,original_123,False,123,original_dev
r_000100,original_125,False,125,original_dev
r_000101,original_126,False,126,original_dev
r_000102,original_128,False,128,original_dev
r_000103,original_129,False,129,original_dev
r_000104,original_130,False,130,original_dev
r_000105,original_131,False,131,original_dev
r_000106,original_132,False,132,original_dev
r_000107,original_133,False,133,original_dev
r_000108,original_134,False,134,original_dev
r_000109,original_135,False,135,original_dev
r_000110,original_136,False,136,original_dev
r_000111,original_137,False,137,original_dev
r_000112,original_138,False,138,original_dev
r_000113,original_141,False,141,original_dev
r_000114,original_142,False,142,original_dev
r_000115,original_143,False,143,original_dev
r_000116,original_145,False,145,original_dev
r_000117,original_146,False,146,original_dev
r_000118,original_147,False,147,original_dev
r_000119,original_148,False,148,original_dev
r_000120,original_149,False,149,original_dev
r_000121,original_150,False,150,original_dev
r_000122,original_151,False,151,original_dev
r_000123,original_152,False,152,original_dev
r_000124,original_154,False,154,original_dev
r_000125,original_155,False,155,original_dev
r_000126,original_156,False,156,original_dev
r_000127,original_157,False,157,original_dev
r_000128,original_159,False,159,original_dev
r_000129,original_160,False,160,original_dev
r_000130,original_161,False,161,original_dev
r_000131,original_165,False,165,original_dev
r_000132,original_166,False,166,original_dev
r_000133,original_167,False,167,original_dev
r_000134,original_168,False,168,original_dev
r_000135,original_169,False,169,original_dev
r_000136,original_170,False,170,original_dev
r_000137,original_171,False,171,original_dev
r_000138,original_172,False,172,original_dev
r_000139,original_173,False,173,original_dev
r_000140,original_174,False,174,original_dev
r_000141,original_175,False,175,original_dev
r_000142,original_176,False,176,original_dev
r_000143,original_177,False,177,original_dev
r_000144,original_178,False,178,original_dev
r_000145,original_179,False,179,original_dev
r_000146,original_180,False,180,original_dev
r_000147,original_181,False,181,original_dev
r_000148,original_182,False,182,original_dev
r_000149,original_183,False,183,original_dev
r_000150,original_184,False,184,original_dev
r_000151,original_186,False,186,original_dev
r_000152,original_188,False,188,original_dev
r_000153,original_189,False,189,original_dev
r_000154,original_191,False,191,original_dev
r_000155,original_192,False,192,original_dev
r_000156,original_193,False,193,original_dev
r_000157,original_194,False,194,original_dev
r_000158,original_195,False,195,original_dev
r_000159,original_196,False,196,original_dev
r_000160,original_197,False,197,original_dev
r_000161,original_200,False,200,original_dev
r_000162,original_201,False,201,original_dev
r_000163,original_202,False,202,original_dev
r_000164,original_203,False,203,original_dev
r_000165,original_204,False,204,original_dev
r_000166,original_206,False,206,original_dev
r_000167,original_207,False,207,original_dev
r_000168,original_208,False,208,original_dev
r_000169,original_209,False,209,original_dev
r_000170,original_210,False,210,original_dev
r_000171,original_211,False,211,original_dev
r_000172,original_213,False,213,original_dev
r_000173,original_214,False,214,original_dev
r_000174,original_216,False,216,original_dev
r_000175,original_217,False,217,original_dev
r_000176,original_218,False,218,original_dev
r_000177,original_219,False,219,original_dev
r_000178,original_220,False,220,original_dev
r_000179,original_221,False,221,original_dev
r_000180,original_222,False,222,original_dev
r_000181,original_223,False,223,original_dev
r_000182,original_224,False,224,original_dev
r_000183,original_225,False,225,original_dev
r_000184,original_226,False,226,original_dev
r_000185,original_227,False,227,original_dev
r_000186,original_228,False,228,original_dev
r_000187,original_229,False,229,original_dev
r_000188,original_230,False,230,original_dev
r_000189,original_231,False,231,original_dev
r_000190,original_232,False,232,original_dev
r_000191,original_233,False,233,original_dev
r_000192,original_234,False,234,original_dev
r_000193,original_236,False,236,original_dev
r_000194,original_237,False,237,original_dev
r_000195,original_239,False,239,original_dev
r_000196,original_240,False,240,original_dev
r_000197,original_241,False,241,original_dev
r_000198,original_242,False,242,original_dev
r_000199,original_246,False,246,original_dev
r_000200,original_248,False,248,original_dev
r_000201,original_249,False,249,original_dev
r_000202,original_250,False,250,original_dev
r_000203,original_251,False,251,original_dev
r_000204,original_252,False,252,original_dev
r_000205,original_253,False,253,original_dev
r_000206,original_254,False,254,original_dev
r_000207,original_255,False,255,original_dev
r_000208,original_256,False,256,original_dev
r_000209,original_257,False,257,original_dev
r_000210,original_259,False,259,original_dev
r_000211,original_261,False,261,original_dev
r_000212,original_262,False,262,original_dev
r_000213,original_263,False,263,original_dev
r_000214,original_265,False,265,original_dev
r_000215,original_266,False,266,original_dev
r_000216,original_267,False,267,original_dev
r_000217,original_269,False,269,original_dev
r_000218,original_270,False,270,original_dev
r_000219,original_271,False,271,original_dev
r_000220,original_272,False,272,original_dev
r_000221,original_274,False,274,original_dev
r_000222,original_275,False,275,original_dev
r_000223,original_277,False,277,original_dev
r_000224,original_278,False,278,original_dev
r_000225,original_280,False,280,original_dev
r_000226,original_281,False,281,original_dev
r_000227,original_282,False,282,original_dev
r_000228,original_283,False,283,original_dev
r_000229,original_284,False,284,original_dev
r_000230,original_285,False,285,original_dev
r_000231,original_286,False,286,original_dev
r_000232,original_287,False,287,original_dev
r_000233,original_288,False,288,original_dev
r_000234,original_289,False,289,original_dev
r_000235,original_290,False,290,original_dev
r_000236,original_291,False,291,original_dev
r_000237,original_292,False,292,original_dev
r_000238,original_293,False,293,original_dev
r_000239,original_294,False,294,original_dev
r_000240,original_295,False,295,original_dev
r_000241,original_296,False,296,original_dev
r_000242,original_297,False,297,original_dev
r_000243,original_299,False,299,original_dev
r_000244,original_301,False,301,original_dev
r_000245,original_302,False,302,original_dev
r_000246,original_303,False,303,original_dev
r_000247,original_306,False,306,original_dev
r_000248,original_308,False,308,original_dev
r_000249,original_312,False,312,original_dev
r_000250,original_313,False,313,original_dev
r_000251,original_314,False,314,original_dev
r_000252,original_315,False,315,original_dev
r_000253,original_316,False,316,original_dev
r_000254,original_317,False,317,original_dev
r_000255,original_318,False,318,original_dev
r_000256,original_319,False,319,original_dev
r_000257,original_320,False,320,original_dev
r_000258,original_321,False,321,original_dev
r_000259,original_322,False,322,original_dev
r_000260,original_323,False,323,original_dev
r_000261,original_324,False,324,original_dev
r_000262,original_325,False,325,original_dev
r_000263,original_326,False,326,original_dev
r_000264,original_327,False,327,original_dev
r_000265,original_328,False,328,original_dev
r_000266,original_329,False,329,original_dev
r_000267,original_331,False,331,original_dev
r_000268,original_333,False,333,original_dev
r_000269,original_334,False,334,original_dev
r_000270,original_336,False,336,original_dev
r_000271,original_337,False,337,original_dev
r_000272,original_338,False,338,original_dev
r_000273,original_339,False,339,original_dev
r_000274,original_340,False,340,original_dev
r_000275,original_341,False,341,original_dev
r_000276,original_342,False,342,original_dev
r_000277,original_343,False,343,original_dev
r_000278,original_344,False,344,original_dev
r_000279,original_346,False,346,original_dev
r_000280,original_348,False,348,original_dev
r_000281,original_349,False,349,original_dev
r_000282,original_350,False,350,original_dev
r_000283,original_352,False,352,original_dev
r_000284,original_353,False,353,original_dev
r_000285,original_354,False,354,original_dev
r_000286,original_356,False,356,original_dev
r_000287,original_357,False,357,original_dev
r_000288,original_358,False,358,original_dev
r_000289,original_359,False,359,original_dev
r_000290,original_360,False,360,original_dev
r_000291,original_361,False,361,original_dev
r_000292,original_362,False,362,original_dev
r_000293,original_363,False,363,original_dev
r_000294,original_364,False,364,original_dev
r_000295,original_365,False,365,original_dev
r_000296,original_367,False,367,original_dev
r_000297,original_368,False,368,original_dev
r_000298,original_369,False,369,original_dev
r_000299,original_370,False,370,original_dev
r_000300,original_371,False,371,original_dev
r_000301,original_372,False,372,original_dev
r_000302,original_373,False,373,original_dev
r_000303,original_374,False,374,original_dev
r_000304,original_375,False,375,original_dev
r_000305,original_376,False,376,original_dev
r_000306,original_377,False,377,original_dev
r_000307,original_378,False,378,original_dev
r_000308,original_379,False,379,original_dev
r_000309,original_381,False,381,original_dev
r_000310,original_382,False,382,original_dev
r_000311,original_383,False,383,original_dev
r_000312,original_384,False,384,original_dev
r_000313,original_385,False,385,original_dev
r_000314,original_386,False,386,original_dev
r_000315,original_388,False,388,original_dev
r_000316,original_390,False,390,original_dev
r_000317,original_391,False,391,original_dev
r_000318,original_393,False,393,original_dev
r_000319,original_394,False,394,original_dev
r_000320,original_395,False,395,original_dev
r_000321,original_396,False,396,original_dev
r_000322,original_397,False,397,original_dev
r_000323,original_398,False,398,original_dev
r_000324,original_400,False,400,original_dev
r_000325,original_401,False,401,original_dev
r_000326,original_403,False,403,original_dev
r_000327,original_404,False,404,original_dev
r_000328,original_405,False,405,original_dev
r_000329,original_406,False,406,original_dev
r_000330,original_409,False,409,original_dev
r_000331,original_411,False,411,original_dev
r_000332,original_412,False,412,original_dev
r_000333,original_413,False,413,original_dev
r_000334,original_414,False,414,original_dev
r_000335,original_416,False,416,original_dev
r_000336,original_420,False,420,original_dev
r_000337,original_422,False,422,original_dev
r_000338,original_423,False,423,original_dev
r_000339,original_426,False,426,original_dev
r_000340,original_427,False,427,original_dev
r_000341,original_429,False,429,original_dev
r_000342,original_431,False,431,original_dev
r_000343,original_432,False,432,original_dev
r_000344,original_433,False,433,original_dev
r_000345,original_434,False,434,original_dev
r_000346,original_435,False,435,original_dev
r_000347,original_438,False,438,original_dev
r_000348,original_439,False,439,original_dev
r_000349,original_442,False,442,original_dev
r_000350,original_443,False,443,original_dev
r_000351,original_444,False,444,original_dev
r_000352,original_446,False,446,original_dev
r_000353,original_448,False,448,original_dev
r_000354,original_449,False,449,original_dev
r_000355,original_450,False,450,original_dev
r_000356,original_451,False,451,original_dev
r_000357,original_452,False,452,original_dev
r_000358,original_453,False,453,original_dev
r_000359,original_454,False,454,original_dev
r_000360,original_455,False,455,original_dev
r_000361,original_456,False,456,original_dev
r_000362,original_457,False,457,original_dev
r_000363,original_458,False,458,original_dev
r_000364,original_459,False,459,original_dev
r_000365,original_460,False,460,original_dev
r_000366,original_461,False,461,original_dev
r_000367,original_462,False,462,original_dev
r_000368,original_463,False,463,original_dev
r_000369,original_464,False,464,original_dev
r_000370,original_465,False,465,original_dev
r_000371,original_466,False,466,original_dev
r_000372,original_467,False,467,original_dev
r_000373,original_468,False,468,original_dev
r_000374,original_470,False,470,original_dev
r_000375,original_472,False,472,original_dev
r_000376,original_473,False,473,original_dev
r_000377,original_474,False,474,original_dev
r_000378,original_475,False,475,original_dev
r_000379,original_476,False,476,original_dev
r_000380,original_477,False,477,original_dev
r_000381,original_478,False,478,original_dev
r_000382,original_479,False,479,original_dev
r_000383,original_482,False,482,original_dev
r_000384,original_483,False,483,original_dev
r_000385,original_485,False,485,original_dev
r_000386,original_487,False,487,original_dev
r_000387,original_490,False,490,original_dev
r_000388,original_491,False,491,original_dev
r_000389,original_492,False,492,original_dev
r_000390,original_493,False,493,original_dev
r_000391,original_495,False,495,original_dev
r_000392,original_497,False,497,original_dev
r_000393,original_498,False,498,original_dev
r_000394,original_499,False,499,original_dev
r_000395,original_500,False,500,original_dev
r_000396,original_502,False,502,original_dev
r_000397,original_503,False,503,original_dev
r_000398,original_504,False,504,original_dev
r_000399,original_505,False,505,original_dev
r_000400,original_506,False,506,original_dev
r_000401,original_507,False,507,original_dev
r_000402,original_508,False,508,original_dev
r_000403,original_509,False,509,original_dev
r_000404,original_510,False,510,original_dev
r_000405,original_511,False,511,original_dev
r_000406,original_512,False,512,original_dev
r_000407,original_514,False,514,original_dev
r_000408,original_515,False,515,original_dev
r_000409,original_516,False,516,original_dev
r_000410,original_518,False,518,original_dev
r_000411,original_519,False,519,original_dev
r_000412,original_520,False,520,original_dev
r_000413,original_521,False,521,original_dev
r_000414,original_522,False,522,original_dev
r_000415,original_523,False,523,original_dev
r_000416,original_524,False,524,original_dev
r_000417,original_525,False,525,original_dev
r_000418,original_526,False,526,original_dev
r_000419,original_528,False,528,original_dev
r_000420,original_529,False,529,original_dev
r_000421,original_530,False,530,original_dev
r_000422,original_534,False,534,original_dev
r_000423,original_536,False,536,original_dev
r_000424,original_538,False,538,original_dev
r_000425,original_539,False,539,original_dev
r_000426,original_540,False,540,original_dev
r_000427,original_541,False,541,original_dev
r_000428,original_542,False,542,original_dev
r_000429,original_544,False,544,original_dev
r_000430,original_545,False,545,original_dev
r_000431,original_546,False,546,original_dev
r_000432,original_547,False,547,original_dev
r_000433,original_548,False,548,original_dev
r_000434,original_549,False,549,original_dev
r_000435,original_550,False,550,original_dev
r_000436,original_551,False,551,original_dev
r_000437,original_552,False,552,original_dev
r_000438,original_553,False,553,original_dev
r_000439,original_555,False,555,original_dev
r_000440,original_556,False,556,original_dev
r_000441,original_557,False,557,original_dev
r_000442,original_559,False,559,original_dev
r_000443,original_561,False,561,original_dev
r_000444,original_562,False,562,original_dev
r_000445,original_564,False,564,original_dev
r_000446,original_565,False,565,original_dev
r_000447,original_566,False,566,original_dev
r_000448,original_567,False,567,original_dev
r_000449,original_568,False,568,original_dev
r_000450,original_569,False,569,original_dev
r_000451,original_571,False,571,original_dev
r_000452,original_572,False,572,original_dev
r_000453,original_573,False,573,original_dev
r_000454,original_574,False,574,original_dev
r_000455,original_575,False,575,original_dev
r_000456,original_576,False,576,original_dev
r_000457,original_577,False,577,original_dev
r_000458,original_578,False,578,original_dev
r_000459,original_579,False,579,original_dev
r_000460,original_580,False,580,original_dev
r_000461,original_581,False,581,original_dev
r_000462,original_582,False,582,original_dev
r_000463,original_583,False,583,original_dev
r_000464,original_585,False,585,original_dev
r_000465,original_586,False,586,original_dev
r_000466,original_587,False,587,original_dev
r_000467,original_588,False,588,original_dev
r_000468,original_590,False,590,original_dev
r_000469,original_591,False,591,original_dev
r_000470,original_592,False,592,original_dev
r_000471,original_594,False,594,original_dev
r_000472,original_595,False,595,original_dev
r_000473,original_597,False,597,original_dev
r_000474,original_598,False,598,original_dev
r_000475,original_599,False,599,original_dev
r_000476,original_600,False,600,original_dev
r_000477,original_601,False,601,original_dev
r_000478,original_602,False,602,original_dev
r_000479,original_603,False,603,original_dev
r_000480,original_604,False,604,original_dev
r_000481,original_605,False,605,original_dev
r_000482,original_606,False,606,original_dev
r_000483,original_607,False,607,original_dev
r_000484,original_608,False,608,original_dev
r_000485,original_609,False,609,original_dev
r_000486,original_610,False,610,original_dev
r_000487,original_611,False,611,original_dev
r_000488,original_612,False,612,original_dev
r_000489,original_613,False,613,original_dev
r_000490,original_614,False,614,original_dev
r_000491,original_616,False,616,original_dev
r_000492,original_617,False,617,original_dev
r_000493,original_619,False,619,original_dev
r_000494,original_620,False,620,original_dev
r_000495,original_621,False,621,original_dev
r_000496,original_622,False,622,original_dev
r_000497,original_623,False,623,original_dev
r_000498,original_624,False,624,original_dev
r_000499,original_625,False,625,original_dev
r_000500,original_626,False,626,original_dev
r_000501,original_627,False,627,original_dev
r_000502,original_628,False,628,original_dev
r_000503,original_631,False,631,original_dev
r_000504,original_632,False,632,original_dev
r_000505,original_633,False,633,original_dev
r_000506,original_634,False,634,original_dev
r_000507,original_636,False,636,original_dev
r_000508,original_638,False,638,original_dev
r_000509,original_639,False,639,original_dev
r_000510,original_640,False,640,original_dev
r_000511,original_641,False,641,original_dev
r_000512,original_642,False,642,original_dev
r_000513,original_643,False,643,original_dev
r_000514,original_644,False,644,original_dev
r_000515,original_645,False,645,original_dev
r_000516,original_646,False,646,original_dev
r_000517,original_647,False,647,original_dev
r_000518,original_648,False,648,original_dev
r_000519,original_649,False,649,original_dev
r_000520,original_651,False,651,original_dev
r_000521,original_652,False,652,original_dev
r_000522,original_653,False,653,original_dev
r_000523,original_654,False,654,original_dev
r_000524,original_655,False,655,original_dev
r_000525,original_656,False,656,original_dev
r_000526,original_657,False,657,original_dev
r_000527,original_658,False,658,original_dev
r_000528,original_659,False,659,original_dev
r_000529,original_661,False,661,original_dev
r_000530,original_662,False,662,original_dev
r_000531,original_663,False,663,original_dev
r_000532,original_664,False,664,original_dev
r_000533,original_665,False,665,original_dev
r_000534,original_666,False,666,original_dev
r_000535,original_667,False,667,original_dev
r_000536,original_668,False,668,original_dev
r_000537,original_669,False,669,original_dev
r_000538,original_670,False,670,original_dev
r_000539,original_671,False,671,original_dev
r_000540,original_673,False,673,original_dev
r_000541,original_675,False,675,original_dev
r_000542,original_676,False,676,original_dev
r_000543,original_677,False,677,original_dev
r_000544,original_680,False,680,original_dev
r_000545,original_681,False,681,original_dev
r_000546,original_682,False,682,original_dev
r_000547,original_683,False,683,original_dev
r_000548,original_684,False,684,original_dev
r_000549,original_685,False,685,original_dev
r_000550,original_686,False,686,original_dev
r_000551,original_687,False,687,original_dev
r_000552,original_688,False,688,original_dev
r_000553,original_689,False,689,original_dev
r_000554,original_690,False,690,original_dev
r_000555,original_691,False,691,original_dev
r_000556,original_692,False,692,original_dev
r_000557,original_693,False,693,original_dev
r_000558,original_694,False,694,original_dev
r_000559,original_695,False,695,original_dev
r_000560,original_696,False,696,original_dev
r_000561,original_701,False,701,original_dev
r_000562,original_702,False,702,original_dev
r_000563,original_703,False,703,original_dev
r_000564,original_704,False,704,original_dev
r_000565,original_705,False,705,original_dev
r_000566,original_706,False,706,original_dev
r_000567,original_707,False,707,original_dev
r_000568,original_708,False,708,original_dev
r_000569,original_709,False,709,original_dev
r_000570,original_710,False,710,original_dev
r_000571,original_711,False,711,original_dev
r_000572,original_714,False,714,original_dev
r_000573,original_715,False,715,original_dev
r_000574,original_716,False,716,original_dev
r_000575,original_717,False,717,original_dev
r_000576,original_718,False,718,original_dev
r_000577,original_719,False,719,original_dev
r_000578,original_720,False,720,original_dev
r_000579,original_721,False,721,original_dev
r_000580,original_723,False,723,original_dev
r_000581,original_725,False,725,original_dev
r_000582,original_726,False,726,original_dev
r_000583,original_727,False,727,original_dev
r_000584,original_728,False,728,original_dev
r_000585,original_729,False,729,original_dev
r_000586,original_730,False,730,original_dev
r_000587,original_731,False,731,original_dev
r_000588,original_732,False,732,original_dev
r_000589,original_733,False,733,original_dev
r_000590,original_735,False,735,original_dev
r_000591,original_737,False,737,original_dev
r_000592,original_738,False,738,original_dev
r_000593,original_739,False,739,original_dev
r_000594,original_741,False,741,original_dev
r_000595,original_744,False,744,original_dev
r_000596,original_747,False,747,original_dev
r_000597,original_748,False,748,original_dev
r_000598,original_749,False,749,original_dev
r_000599,original_750,False,750,original_dev
r_000600,original_751,False,751,original_dev
r_000601,original_752,False,752,original_dev
r_000602,original_753,False,753,original_dev
r_000603,original_754,False,754,original_dev
r_000604,original_755,False,755,original_dev
r_000605,original_757,False,757,original_dev
r_000606,original_758,False,758,original_dev
r_000607,original_759,False,759,original_dev
r_000608,original_760,False,760,original_dev
r_000609,original_761,False,761,original_dev
r_000610,original_762,False,762,original_dev
r_000611,original_764,False,764,original_dev
r_000612,original_765,False,765,original_dev
r_000613,original_766,False,766,original_dev
r_000614,original_240,True,240,source_bound_bootstrap_noise
r_000615,original_183,True,183,source_bound_bootstrap_noise
r_000616,original_51,True,51,source_bound_bootstrap_noise
r_000617,original_507,True,507,source_bound_bootstrap_noise
r_000618,original_333,True,333,source_bound_bootstrap_noise
r_000619,original_556,True,556,source_bound_bootstrap_noise
r_000620,original_549,True,549,source_bound_bootstrap_noise
r_000621,original_587,True,587,source_bound_bootstrap_noise
r_000622,original_461,True,461,source_bound_bootstrap_noise
r_000623,original_315,True,315,source_bound_bootstrap_noise
r_000624,original_341,True,341,source_bound_bootstrap_noise
r_000625,original_361,True,361,source_bound_bootstrap_noise
r_000626,original_434,True,434,source_bound_bootstrap_noise
r_000627,original_384,True,384,source_bound_bootstrap_noise
r_000628,original_202,True,202,source_bound_bootstrap_noise
r_000629,original_555,True,555,source_bound_bootstrap_noise
r_000630,original_371,True,371,source_bound_bootstrap_noise
r_000631,original_564,True,564,source_bound_bootstrap_noise
r_000632,original_102,True,102,source_bound_bootstrap_noise
r_000633,original_294,True,294,source_bound_bootstrap_noise
r_000634,original_639,True,639,source_bound_bootstrap_noise
r_000635,original_645,True,645,source_bound_bootstrap_noise
r_000636,original_656,True,656,source_bound_bootstrap_noise
r_000637,original_420,True,420,source_bound_bootstrap_noise
r_000638,original_183,True,183,source_bound_bootstrap_noise
r_000639,original_282,True,282,source_bound_bootstrap_noise
r_000640,original_256,True,256,source_bound_bootstrap_noise
r_000641,original_765,True,765,source_bound_bootstrap_noise
r_000642,original_474,True,474,source_bound_bootstrap_noise
r_000643,original_21,True,21,source_bound_bootstrap_noise
r_000644,original_703,True,703,source_bound_bootstrap_noise
r_000645,original_600,True,600,source_bound_bootstrap_noise
r_000646,original_364,True,364,source_bound_bootstrap_noise
r_000647,original_223,True,223,source_bound_bootstrap_noise
r_000648,original_411,True,411,source_bound_bootstrap_noise
r_000649,original_562,True,562,source_bound_bootstrap_noise
r_000650,original_354,True,354,source_bound_bootstrap_noise
r_000651,original_602,True,602,source_bound_bootstrap_noise
r_000652,original_331,True,331,source_bound_bootstrap_noise
r_000653,original_450,True,450,source_bound_bootstrap_noise
r_000654,original_248,True,248,source_bound_bootstrap_noise
r_000655,original_7,True,7,source_bound_bootstrap_noise
r_000656,original_636,True,636,source_bound_bootstrap_noise
r_000657,original_617,True,617,source_bound_bootstrap_noise
r_000658,original_272,True,272,source_bound_bootstrap_noise
r_000659,original_420,True,420,source_bound_bootstrap_noise
r_000660,original_634,True,634,source_bound_bootstrap_noise
r_000661,original_461,True,461,source_bound_bootstrap_noise
r_000662,original_431,True,431,source_bound_bootstrap_noise
r_000663,original_46,True,46,source_bound_bootstrap_noise
r_000664,original_547,True,547,source_bound_bootstrap_noise
r_000665,original_670,True,670,source_bound_bootstrap_noise
r_000666,original_222,True,222,source_bound_bootstrap_noise
r_000667,original_156,True,156,source_bound_bootstrap_noise
r_000668,original_572,True,572,source_bound_bootstrap_noise
r_000669,original_550,True,550,source_bound_bootstrap_noise
r_000670,original_534,True,534,source_bound_bootstrap_noise
r_000671,original_342,True,342,source_bound_bootstrap_noise
r_000672,original_735,True,735,source_bound_bootstrap_noise
r_000673,original_566,True,566,source_bound_bootstrap_noise
r_000674,original_605,True,605,source_bound_bootstrap_noise
r_000675,original_281,True,281,source_bound_bootstrap_noise
r_000676,original_41,True,41,source_bound_bootstrap_noise
r_000677,original_522,True,522,source_bound_bootstrap_noise
r_000678,original_36,True,36,source_bound_bootstrap_noise
r_000679,original_456,True,456,source_bound_bootstrap_noise
r_000680,original_639,True,639,source_bound_bootstrap_noise
r_000681,original_626,True,626,source_bound_bootstrap_noise
r_000682,original_365,True,365,source_bound_bootstrap_noise
r_000683,original_685,True,685,source_bound_bootstrap_noise
r_000684,original_495,True,495,source_bound_bootstrap_noise
r_000685,original_760,True,760,source_bound_bootstrap_noise
r_000686,original_483,True,483,source_bound_bootstrap_noise
r_000687,original_623,True,623,source_bound_bootstrap_noise
r_000688,original_519,True,519,source_bound_bootstrap_noise
r_000689,original_512,True,512,source_bound_bootstrap_noise
r_000690,original_487,True,487,source_bound_bootstrap_noise
r_000691,original_376,True,376,source_bound_bootstrap_noise
r_000692,original_688,True,688,source_bound_bootstrap_noise
r_000693,original_538,True,538,source_bound_bootstrap_noise
r_000694,original_379,True,379,source_bound_bootstrap_noise
r_000695,original_27,True,27,source_bound_bootstrap_noise
r_000696,original_7,True,7,source_bound_bootstrap_noise
r_000697,original_85,True,85,source_bound_bootstrap_noise
r_000698,original_352,True,352,source_bound_bootstrap_noise
r_000699,original_467,True,467,source_bound_bootstrap_noise
r_000700,original_550,True,550,source_bound_bootstrap_noise
r_000701,original_608,True,608,source_bound_bootstrap_noise
r_000702,original_643,True,643,source_bound_bootstrap_noise
r_000703,original_333,True,333,source_bound_bootstrap_noise
r_000704,original_252,True,252,source_bound_bootstrap_noise
r_000705,original_726,True,726,source_bound_bootstrap_noise
r_000706,original_336,True,336,source_bound_bootstrap_noise
r_000707,original_80,True,80,source_bound_bootstrap_noise
r_000708,original_457,True,457,source_bound_bootstrap_noise
r_000709,original_462,True,462,source_bound_bootstrap_noise
r_000710,original_411,True,411,source_bound_bootstrap_noise
r_000711,original_184,True,184,source_bound_bootstrap_noise
r_000712,original_183,True,183,source_bound_bootstrap_noise
r_000713,original_393,True,393,source_bound_bootstrap_noise
r_000714,original_318,True,318,source_bound_bootstrap_noise
r_000715,original_297,True,297,source_bound_bootstrap_noise
r_000716,original_126,True,126,source_bound_bootstrap_noise
r_000717,original_452,True,452,source_bound_bootstrap_noise
r_000718,original_52,True,52,source_bound_bootstrap_noise
r_000719,original_721,True,721,source_bound_bootstrap_noise
r_000720,original_104,True,104,source_bound_bootstrap_noise
